video_id,true_label,pred_label
60423,Swiping Up,Pulling Hand In
30745,Drumming Fingers,Zooming Out With Two Fingers
8746,Doing other things,Swiping Right
382,Turning Hand Clockwise,Turning Hand Counterclockwise
55504,Swiping Down,Sliding Two Fingers Up
137111,Doing other things,No gesture
100090,Doing other things,Shaking Hand
144661,Rolling Hand Backward,Rolling Hand Forward
73204,Zooming In With Two Fingers,Zooming Out With Two Fingers
14987,Turning Hand Counterclockwise,Turning Hand Clockwise
89714,Sliding Two Fingers Down,Sliding Two Fingers Right
116465,Pushing Two Fingers Away,Sliding Two Fingers Down
53550,Zooming In With Full Hand,Zooming Out With Full Hand
2081,Sliding Two Fingers Up,Pushing Two Fingers Away
33997,Rolling Hand Forward,Zooming In With Full Hand
37264,Doing other things,Swiping Left
38122,No gesture,Doing other things
119810,Turning Hand Counterclockwise,Doing other things
125345,Swiping Up,Swiping Left
42493,Sliding Two Fingers Left,Swiping Left
23919,Zooming In With Two Fingers,Zooming Out With Two Fingers
96529,Sliding Two Fingers Up,Sliding Two Fingers Down
10254,Doing other things,Stop Sign
138923,Doing other things,No gesture
114485,Turning Hand Clockwise,No gesture
96341,Pushing Two Fingers Away,Thumb Down
58852,Turning Hand Counterclockwise,Shaking Hand
121288,Pulling Hand In,Pulling Two Fingers In
5063,Doing other things,Thumb Down
130739,Sliding Two Fingers Right,Swiping Left
78356,Rolling Hand Forward,Rolling Hand Backward
80453,Swiping Right,Swiping Left
77903,Doing other things,Zooming Out With Two Fingers
120077,Doing other things,Thumb Down
105010,Rolling Hand Forward,Rolling Hand Backward
24298,Zooming In With Full Hand,Zooming Out With Full Hand
98511,Drumming Fingers,Pushing Two Fingers Away
75091,Swiping Left,Zooming Out With Two Fingers
18131,Turning Hand Counterclockwise,Turning Hand Clockwise
7816,Turning Hand Counterclockwise,Thumb Down
38321,Swiping Right,Sliding Two Fingers Right
115287,Zooming Out With Two Fingers,Zooming In With Two Fingers
87741,Zooming In With Full Hand,Zooming Out With Full Hand
61076,Pulling Two Fingers In,Pulling Hand In
74037,Turning Hand Counterclockwise,Swiping Left
48759,Swiping Right,Swiping Left
129132,Swiping Up,Pulling Hand In
31661,Doing other things,No gesture
100724,Swiping Left,No gesture
137837,Sliding Two Fingers Down,Sliding Two Fingers Up
137987,Doing other things,Pulling Hand In
105897,Rolling Hand Forward,Rolling Hand Backward
96545,Pulling Two Fingers In,Doing other things
40322,Turning Hand Clockwise,Zooming Out With Full Hand
81711,Swiping Up,Doing other things
81230,Doing other things,Sliding Two Fingers Up
143859,Shaking Hand,Zooming Out With Full Hand
121406,Shaking Hand,Turning Hand Clockwise
53234,Turning Hand Clockwise,Shaking Hand
19155,Swiping Left,Swiping Right
17951,Sliding Two Fingers Down,Zooming Out With Full Hand
123545,Turning Hand Clockwise,Zooming In With Full Hand
63954,No gesture,Doing other things
41170,Swiping Down,No gesture
129274,Sliding Two Fingers Right,Swiping Right
74587,Sliding Two Fingers Down,Swiping Right
83069,Turning Hand Counterclockwise,Turning Hand Clockwise
109538,Rolling Hand Backward,Rolling Hand Forward
15333,Thumb Up,Swiping Right
11732,Turning Hand Counterclockwise,Shaking Hand
67160,Swiping Up,Sliding Two Fingers Left
30507,Sliding Two Fingers Up,Pulling Two Fingers In
63077,Pushing Hand Away,Stop Sign
45636,Sliding Two Fingers Right,No gesture
49345,Turning Hand Clockwise,Zooming In With Two Fingers
65803,Doing other things,Thumb Up
111826,Zooming Out With Two Fingers,Zooming Out With Full Hand
46589,Zooming In With Two Fingers,Zooming Out With Two Fingers
48515,Turning Hand Counterclockwise,Turning Hand Clockwise
18242,Zooming In With Two Fingers,Rolling Hand Backward
97921,Sliding Two Fingers Down,No gesture
82805,Swiping Up,Pulling Hand In
145294,Swiping Down,Pushing Hand Away
58624,Swiping Down,Pushing Hand Away
140333,Turning Hand Counterclockwise,Turning Hand Clockwise
35274,Sliding Two Fingers Up,Sliding Two Fingers Down
56697,Shaking Hand,Swiping Down
34788,Pulling Two Fingers In,Swiping Right
7069,Swiping Left,Pulling Two Fingers In
62711,Turning Hand Clockwise,Turning Hand Counterclockwise
3476,Swiping Up,No gesture
113718,Swiping Down,Doing other things
112800,Pushing Hand Away,Stop Sign
77278,Pulling Hand In,Doing other things
121695,Pushing Hand Away,Stop Sign
67217,Zooming Out With Two Fingers,Zooming In With Two Fingers
105020,Zooming Out With Full Hand,Zooming In With Full Hand
61463,Sliding Two Fingers Right,No gesture
6355,Shaking Hand,Swiping Down
23029,Sliding Two Fingers Down,Doing other things
71282,Pulling Hand In,Swiping Down
80958,Zooming Out With Two Fingers,Zooming In With Two Fingers
117675,Zooming Out With Full Hand,Stop Sign
109610,Doing other things,Sliding Two Fingers Right
100433,Pushing Hand Away,Stop Sign
85004,Swiping Right,Swiping Left
89205,Shaking Hand,Turning Hand Clockwise
67890,Zooming Out With Full Hand,Zooming In With Two Fingers
80412,Shaking Hand,Turning Hand Clockwise
131094,Turning Hand Clockwise,Shaking Hand
58666,Sliding Two Fingers Right,Swiping Left
72199,Zooming In With Full Hand,Zooming Out With Full Hand
39010,Pushing Two Fingers Away,Thumb Up
106107,Doing other things,Sliding Two Fingers Left
137163,Turning Hand Clockwise,Turning Hand Counterclockwise
138651,Zooming Out With Full Hand,Zooming In With Full Hand
32329,Swiping Up,No gesture
85145,Doing other things,Thumb Down
68641,Pushing Two Fingers Away,Sliding Two Fingers Up
102198,Swiping Down,Swiping Left
83890,Swiping Down,Rolling Hand Backward
68244,Swiping Down,Sliding Two Fingers Down
110655,Sliding Two Fingers Down,Pulling Hand In
48815,Sliding Two Fingers Right,Swiping Right
43075,Turning Hand Counterclockwise,Turning Hand Clockwise
21264,Zooming In With Two Fingers,Zooming Out With Two Fingers
54061,Sliding Two Fingers Up,No gesture
128179,Sliding Two Fingers Up,Swiping Up
137725,Turning Hand Clockwise,Shaking Hand
42412,Doing other things,Pulling Two Fingers In
97188,Swiping Left,No gesture
40876,Zooming In With Full Hand,Zooming In With Two Fingers
108862,Swiping Left,Sliding Two Fingers Left
137776,Swiping Up,Sliding Two Fingers Up
6863,Pushing Two Fingers Away,Sliding Two Fingers Down
60354,Sliding Two Fingers Up,Sliding Two Fingers Down
109911,Zooming Out With Two Fingers,Zooming Out With Full Hand
138453,Pulling Hand In,Swiping Up
76413,Thumb Down,No gesture
101167,Swiping Left,Sliding Two Fingers Left
62028,Swiping Left,Zooming Out With Two Fingers
113516,Doing other things,Zooming In With Two Fingers
59735,Thumb Up,Swiping Right
68539,Swiping Left,No gesture
124769,Drumming Fingers,Turning Hand Clockwise
44186,Swiping Up,Pulling Hand In
49143,Swiping Right,Doing other things
101865,Zooming Out With Full Hand,Zooming Out With Two Fingers
68483,Sliding Two Fingers Right,Swiping Right
59245,Swiping Right,No gesture
58343,Sliding Two Fingers Left,Swiping Left
103127,Drumming Fingers,No gesture
41016,Stop Sign,Shaking Hand
105705,Turning Hand Clockwise,Turning Hand Counterclockwise
20932,Swiping Left,Sliding Two Fingers Left
57212,Rolling Hand Backward,No gesture
30717,Drumming Fingers,Shaking Hand
8214,Zooming In With Full Hand,Zooming Out With Two Fingers
75419,Sliding Two Fingers Right,Swiping Right
107244,Thumb Down,Rolling Hand Forward
52024,Zooming Out With Two Fingers,Zooming Out With Full Hand
124727,Sliding Two Fingers Up,Swiping Up
19279,Swiping Down,Rolling Hand Backward
29942,Rolling Hand Forward,Rolling Hand Backward
48971,No gesture,Doing other things
88898,Zooming In With Two Fingers,Zooming Out With Two Fingers
35363,Pushing Two Fingers Away,Sliding Two Fingers Left
84351,Sliding Two Fingers Down,Sliding Two Fingers Up
128244,Shaking Hand,Zooming Out With Two Fingers
140584,Pulling Hand In,Pulling Two Fingers In
123366,Doing other things,No gesture
29120,Swiping Up,Swiping Down
65043,Pulling Hand In,Swiping Up
2053,Pulling Hand In,Swiping Down
35418,Zooming In With Two Fingers,Doing other things
97237,Sliding Two Fingers Right,Swiping Right
88602,Sliding Two Fingers Left,Swiping Left
71566,Turning Hand Counterclockwise,Swiping Up
29940,Rolling Hand Backward,Rolling Hand Forward
11993,Swiping Up,Pulling Hand In
77659,Sliding Two Fingers Down,Sliding Two Fingers Up
130188,Zooming Out With Full Hand,Zooming Out With Two Fingers
15475,Sliding Two Fingers Left,Swiping Left
123123,Stop Sign,Pushing Hand Away
72139,Sliding Two Fingers Down,Pushing Two Fingers Away
92233,Swiping Left,Doing other things
16280,Swiping Left,Swiping Right
88553,Sliding Two Fingers Down,Pushing Two Fingers Away
105275,Turning Hand Clockwise,Doing other things
31359,Pushing Hand Away,Doing other things
136445,Swiping Right,Sliding Two Fingers Right
143381,Turning Hand Counterclockwise,Turning Hand Clockwise
129064,Sliding Two Fingers Right,Zooming In With Two Fingers
69284,Pulling Hand In,Shaking Hand
13546,No gesture,Doing other things
115271,Swiping Up,Stop Sign
109056,Doing other things,Swiping Right
8476,Rolling Hand Backward,Rolling Hand Forward
79113,Doing other things,Swiping Down
79143,Pulling Hand In,Swiping Up
133439,Turning Hand Counterclockwise,Turning Hand Clockwise
76902,Doing other things,Swiping Up
3376,No gesture,Doing other things
38173,Pushing Two Fingers Away,Sliding Two Fingers Down
26113,Turning Hand Clockwise,Doing other things
130325,Shaking Hand,Turning Hand Clockwise
83806,Swiping Down,No gesture
131217,Shaking Hand,No gesture
88047,Sliding Two Fingers Down,No gesture
57192,Rolling Hand Forward,Rolling Hand Backward
33482,Pushing Hand Away,Stop Sign
59000,Turning Hand Counterclockwise,Turning Hand Clockwise
40378,Sliding Two Fingers Left,No gesture
93884,Turning Hand Counterclockwise,Turning Hand Clockwise
114096,Turning Hand Counterclockwise,Turning Hand Clockwise
130472,Swiping Right,Sliding Two Fingers Right
44351,Zooming In With Two Fingers,Zooming Out With Two Fingers
100580,Sliding Two Fingers Down,Pushing Two Fingers Away
96152,Zooming Out With Full Hand,Swiping Right
131968,Swiping Down,No gesture
134026,Shaking Hand,Turning Hand Counterclockwise
124610,Doing other things,Pulling Two Fingers In
107499,Sliding Two Fingers Right,Swiping Right
111665,Sliding Two Fingers Left,Swiping Left
52043,Swiping Right,Sliding Two Fingers Right
110728,Doing other things,Turning Hand Clockwise
4676,Sliding Two Fingers Down,No gesture
145157,Rolling Hand Backward,No gesture
70385,Sliding Two Fingers Down,No gesture
16246,Pulling Two Fingers In,Swiping Up
31425,Drumming Fingers,Sliding Two Fingers Up
31452,Doing other things,Sliding Two Fingers Up
147716,Drumming Fingers,Sliding Two Fingers Up
74650,Sliding Two Fingers Up,No gesture
55780,Rolling Hand Backward,Rolling Hand Forward
74453,Shaking Hand,Zooming In With Full Hand
7137,Sliding Two Fingers Down,Sliding Two Fingers Right
70734,Rolling Hand Forward,Rolling Hand Backward
144116,Zooming Out With Full Hand,Zooming Out With Two Fingers
63969,Zooming In With Full Hand,Sliding Two Fingers Right
51028,Swiping Up,Pulling Hand In
95467,Swiping Down,No gesture
82885,Sliding Two Fingers Left,Sliding Two Fingers Right
123155,Sliding Two Fingers Right,Sliding Two Fingers Left
18596,Shaking Hand,Pushing Hand Away
88550,Swiping Down,No gesture
125129,Doing other things,Sliding Two Fingers Down
123274,Doing other things,Zooming Out With Two Fingers
17894,Sliding Two Fingers Up,Sliding Two Fingers Down
94226,Pulling Two Fingers In,Thumb Up
69500,Rolling Hand Backward,No gesture
115527,Sliding Two Fingers Down,Sliding Two Fingers Up
54086,Pulling Hand In,Pushing Hand Away
24834,Turning Hand Clockwise,Turning Hand Counterclockwise
35470,Sliding Two Fingers Down,Pushing Two Fingers Away
51235,Doing other things,Zooming In With Two Fingers
131617,Sliding Two Fingers Up,Sliding Two Fingers Down
99926,Swiping Left,No gesture
9376,Rolling Hand Backward,Rolling Hand Forward
49351,Pulling Hand In,Sliding Two Fingers Left
33308,Pushing Hand Away,Stop Sign
72544,Doing other things,Swiping Right
84684,Swiping Down,Sliding Two Fingers Down
97010,Swiping Up,No gesture
67724,Zooming In With Two Fingers,Zooming In With Full Hand
92026,Turning Hand Clockwise,Turning Hand Counterclockwise
78109,Doing other things,No gesture
115353,Turning Hand Counterclockwise,Turning Hand Clockwise
22946,Swiping Down,Pushing Hand Away
25921,Shaking Hand,Swiping Right
9390,Turning Hand Clockwise,Zooming In With Full Hand
125927,Doing other things,Turning Hand Counterclockwise
103193,Sliding Two Fingers Down,Swiping Down
139069,Swiping Down,Sliding Two Fingers Down
65341,Zooming Out With Full Hand,Zooming Out With Two Fingers
131987,Sliding Two Fingers Down,No gesture
75456,Doing other things,Zooming Out With Full Hand
29254,Zooming Out With Full Hand,Turning Hand Clockwise
61385,Zooming Out With Full Hand,Zooming In With Full Hand
124985,Zooming Out With Full Hand,Zooming Out With Two Fingers
136564,Zooming In With Two Fingers,Zooming Out With Full Hand
54990,Turning Hand Counterclockwise,Pushing Hand Away
123721,Swiping Up,Swiping Down
39384,Swiping Down,Drumming Fingers
66370,Zooming In With Full Hand,Sliding Two Fingers Up
114896,Turning Hand Clockwise,Turning Hand Counterclockwise
11339,Doing other things,Sliding Two Fingers Down
101837,Doing other things,Zooming In With Full Hand
2552,Doing other things,Swiping Left
115458,Swiping Down,Sliding Two Fingers Down
89975,Swiping Up,Pulling Hand In
20166,Swiping Up,Pushing Hand Away
997,Sliding Two Fingers Down,Sliding Two Fingers Up
90872,Sliding Two Fingers Up,Swiping Down
114593,Turning Hand Counterclockwise,Turning Hand Clockwise
143007,Doing other things,No gesture
68141,Zooming In With Two Fingers,Zooming Out With Two Fingers
122554,Drumming Fingers,Swiping Right
61686,Swiping Right,Sliding Two Fingers Right
32526,Pulling Hand In,Swiping Left
18014,Rolling Hand Backward,Rolling Hand Forward
101419,Sliding Two Fingers Down,Doing other things
61160,Doing other things,Zooming Out With Two Fingers
107847,Swiping Left,No gesture
106200,Thumb Down,Doing other things
68362,Pushing Two Fingers Away,Zooming In With Full Hand
33012,Swiping Down,No gesture
3680,Pulling Hand In,Swiping Up
125735,Drumming Fingers,Swiping Right
5169,Sliding Two Fingers Right,Pushing Two Fingers Away
15681,Swiping Down,Stop Sign
103183,Thumb Down,Doing other things
123144,Turning Hand Clockwise,Turning Hand Counterclockwise
143373,Swiping Right,Doing other things
24694,Turning Hand Counterclockwise,Turning Hand Clockwise
3524,Zooming In With Full Hand,Zooming Out With Full Hand
22711,Doing other things,No gesture
147398,Rolling Hand Backward,Rolling Hand Forward
56134,Doing other things,No gesture
125525,Shaking Hand,Turning Hand Clockwise
24427,Pulling Hand In,Swiping Up
33778,Swiping Left,No gesture
115747,Swiping Up,No gesture
146458,Pushing Two Fingers Away,Swiping Right
3667,Pushing Two Fingers Away,Sliding Two Fingers Down
14648,Turning Hand Counterclockwise,Pushing Hand Away
103076,Doing other things,Pushing Two Fingers Away
42158,Rolling Hand Backward,Rolling Hand Forward
49511,Rolling Hand Forward,Sliding Two Fingers Right
132473,Zooming In With Full Hand,Zooming Out With Full Hand
94477,Pulling Hand In,Swiping Left
22175,Sliding Two Fingers Right,No gesture
1530,No gesture,Swiping Down
67657,Doing other things,Zooming Out With Full Hand
112128,Zooming In With Two Fingers,Pulling Two Fingers In
43000,Zooming Out With Full Hand,Zooming In With Full Hand
68343,Sliding Two Fingers Down,Pushing Two Fingers Away
32841,Doing other things,No gesture
51884,Zooming In With Full Hand,Zooming Out With Full Hand
53681,Doing other things,Rolling Hand Forward
99554,Sliding Two Fingers Up,Pushing Two Fingers Away
11089,Sliding Two Fingers Right,No gesture
63669,Doing other things,Pulling Two Fingers In
25375,Zooming In With Two Fingers,Zooming In With Full Hand
69900,Swiping Right,Swiping Left
73702,Swiping Up,Pulling Two Fingers In
16163,Pushing Hand Away,Stop Sign
31322,Zooming Out With Full Hand,Turning Hand Clockwise
25322,Sliding Two Fingers Down,Sliding Two Fingers Up
115923,Doing other things,No gesture
52957,Doing other things,Pulling Two Fingers In
42023,Doing other things,Thumb Down
36477,Sliding Two Fingers Right,Swiping Right
126253,Zooming Out With Full Hand,Zooming In With Full Hand
87282,Swiping Up,Pulling Hand In
106655,Sliding Two Fingers Left,Swiping Left
112084,Sliding Two Fingers Up,No gesture
88112,Turning Hand Clockwise,Turning Hand Counterclockwise
1912,Pulling Two Fingers In,Pushing Two Fingers Away
142162,Drumming Fingers,Shaking Hand
94427,Sliding Two Fingers Down,Sliding Two Fingers Up
121016,Zooming Out With Full Hand,Zooming Out With Two Fingers
99565,Rolling Hand Backward,Rolling Hand Forward
14135,Doing other things,Sliding Two Fingers Right
82890,Turning Hand Counterclockwise,Swiping Left
137658,Swiping Right,Sliding Two Fingers Right
105642,Thumb Down,Doing other things
145100,Sliding Two Fingers Down,Swiping Down
114525,Shaking Hand,Doing other things
31676,Zooming Out With Two Fingers,Zooming Out With Full Hand
63884,Rolling Hand Backward,Sliding Two Fingers Up
121065,Rolling Hand Forward,Rolling Hand Backward
8238,Zooming Out With Full Hand,Zooming Out With Two Fingers
32129,Swiping Left,No gesture
120521,Pushing Two Fingers Away,Sliding Two Fingers Up
131801,Pushing Two Fingers Away,Sliding Two Fingers Down
66866,Thumb Down,No gesture
123087,Turning Hand Counterclockwise,Turning Hand Clockwise
24719,Rolling Hand Backward,Rolling Hand Forward
43383,Sliding Two Fingers Right,Sliding Two Fingers Left
12704,Stop Sign,Pushing Hand Away
47839,Pulling Hand In,Pulling Two Fingers In
33558,No gesture,Doing other things
115661,Swiping Up,Swiping Down
119836,Sliding Two Fingers Up,Sliding Two Fingers Down
65727,Zooming Out With Two Fingers,No gesture
116059,Turning Hand Clockwise,Shaking Hand
41680,Sliding Two Fingers Down,Sliding Two Fingers Up
4912,Turning Hand Counterclockwise,Doing other things
43760,Swiping Up,Pulling Hand In
58335,Sliding Two Fingers Left,Sliding Two Fingers Right
77346,Swiping Up,Pulling Hand In
88884,Sliding Two Fingers Right,Swiping Left
103900,Pulling Hand In,Pushing Hand Away
26320,Rolling Hand Forward,Thumb Down
23944,Swiping Right,Swiping Left
68028,Pulling Two Fingers In,Pulling Hand In
82331,Pushing Hand Away,Stop Sign
73557,Sliding Two Fingers Up,Sliding Two Fingers Down
54417,Swiping Up,Pulling Hand In
103754,Stop Sign,Pushing Hand Away
28390,Drumming Fingers,Stop Sign
80781,Swiping Up,Rolling Hand Forward
136038,Doing other things,No gesture
16120,Zooming In With Full Hand,Turning Hand Clockwise
76736,Swiping Up,Pulling Hand In
142048,Shaking Hand,Zooming In With Full Hand
1426,Doing other things,Drumming Fingers
116502,Pushing Hand Away,Swiping Right
61704,Pushing Hand Away,Sliding Two Fingers Down
20890,Turning Hand Clockwise,Turning Hand Counterclockwise
134563,Doing other things,Sliding Two Fingers Left
31826,Doing other things,Turning Hand Clockwise
72460,Pushing Two Fingers Away,Sliding Two Fingers Down
120564,Rolling Hand Backward,Rolling Hand Forward
73483,Turning Hand Counterclockwise,Turning Hand Clockwise
37009,Swiping Right,No gesture
80766,Turning Hand Counterclockwise,Turning Hand Clockwise
101498,Pulling Hand In,Zooming In With Full Hand
147485,Pushing Two Fingers Away,Doing other things
38803,Turning Hand Clockwise,Turning Hand Counterclockwise
121444,Doing other things,No gesture
60253,Pulling Hand In,Pushing Hand Away
81994,Rolling Hand Backward,Rolling Hand Forward
77743,Swiping Right,Swiping Left
48227,Zooming Out With Two Fingers,Zooming Out With Full Hand
11234,Zooming Out With Two Fingers,Zooming In With Two Fingers
40210,Swiping Up,Sliding Two Fingers Up
92796,Sliding Two Fingers Right,Swiping Right
48812,Doing other things,Rolling Hand Forward
144172,Doing other things,Pulling Two Fingers In
138372,Turning Hand Counterclockwise,Doing other things
34176,Sliding Two Fingers Right,No gesture
43445,Doing other things,No gesture
91490,Zooming Out With Full Hand,Zooming Out With Two Fingers
113378,Sliding Two Fingers Left,Thumb Up
50288,Swiping Up,Sliding Two Fingers Up
89834,Sliding Two Fingers Down,Swiping Down
116765,Drumming Fingers,Doing other things
66390,Zooming Out With Two Fingers,Zooming Out With Full Hand
127799,Doing other things,No gesture
90463,Swiping Left,Sliding Two Fingers Right
129179,Swiping Left,Doing other things
113582,Sliding Two Fingers Down,Zooming Out With Two Fingers
2465,Doing other things,Thumb Down
13394,Pushing Two Fingers Away,Sliding Two Fingers Right
110447,Doing other things,Swiping Up
65925,Stop Sign,Pushing Hand Away
80770,Zooming Out With Two Fingers,Sliding Two Fingers Right
13292,Swiping Down,Sliding Two Fingers Up
11817,Swiping Up,Pulling Hand In
62911,Sliding Two Fingers Up,Sliding Two Fingers Down
75325,Shaking Hand,Stop Sign
142110,Rolling Hand Forward,No gesture
65008,Doing other things,Sliding Two Fingers Right
46549,Rolling Hand Forward,Rolling Hand Backward
94267,Sliding Two Fingers Up,Swiping Up
57385,Pushing Two Fingers Away,Sliding Two Fingers Down
30354,Turning Hand Clockwise,Shaking Hand
145774,Sliding Two Fingers Left,Swiping Left
100003,Thumb Up,Swiping Down
102717,Stop Sign,Pushing Hand Away
7129,Sliding Two Fingers Right,No gesture
28807,Sliding Two Fingers Up,Sliding Two Fingers Down
44686,Turning Hand Clockwise,Zooming Out With Full Hand
111098,Thumb Down,No gesture
55352,Sliding Two Fingers Down,Sliding Two Fingers Left
35899,Swiping Right,No gesture
68084,Sliding Two Fingers Right,Drumming Fingers
131613,Swiping Left,Doing other things
140497,Shaking Hand,Turning Hand Counterclockwise
103501,Rolling Hand Backward,Rolling Hand Forward
123479,Turning Hand Clockwise,Shaking Hand
141700,Sliding Two Fingers Up,Swiping Right
65959,Sliding Two Fingers Left,No gesture
1480,Zooming Out With Full Hand,Doing other things
126344,Swiping Down,No gesture
50327,Shaking Hand,Zooming In With Full Hand
71819,Swiping Up,Pulling Hand In
91324,Rolling Hand Backward,Rolling Hand Forward
19252,Sliding Two Fingers Down,Swiping Down
98879,Doing other things,Thumb Up
134151,No gesture,Doing other things
92043,Zooming Out With Two Fingers,No gesture
41905,Swiping Left,Thumb Up
59155,Shaking Hand,Pushing Hand Away
70253,Pushing Two Fingers Away,Doing other things
95292,Doing other things,No gesture
59068,Rolling Hand Backward,Rolling Hand Forward
95392,Zooming In With Full Hand,Turning Hand Clockwise
81277,Swiping Right,Sliding Two Fingers Right
104501,Stop Sign,No gesture
63264,Thumb Down,Doing other things
135220,Shaking Hand,Doing other things
324,Swiping Left,Doing other things
79605,Pulling Hand In,Swiping Right
72951,Rolling Hand Forward,Rolling Hand Backward
142579,Sliding Two Fingers Down,Sliding Two Fingers Up
143243,Turning Hand Clockwise,No gesture
40263,Pulling Hand In,Pulling Two Fingers In
117951,Turning Hand Clockwise,Sliding Two Fingers Right
70655,Doing other things,Thumb Down
1550,Pushing Hand Away,Stop Sign
100594,Turning Hand Clockwise,Zooming Out With Full Hand
75273,Turning Hand Counterclockwise,Turning Hand Clockwise
135795,Shaking Hand,Turning Hand Clockwise
69041,Pulling Two Fingers In,Sliding Two Fingers Right
145357,Pulling Hand In,Doing other things
21806,Doing other things,Zooming Out With Full Hand
109487,Doing other things,Thumb Down
127272,Doing other things,Swiping Down
83155,Pushing Two Fingers Away,Sliding Two Fingers Up
33902,Zooming In With Two Fingers,Zooming Out With Two Fingers
130806,Swiping Down,No gesture
71894,Swiping Up,Pulling Hand In
89464,Shaking Hand,Zooming In With Full Hand
115406,Sliding Two Fingers Up,Pushing Two Fingers Away
52821,Swiping Down,Sliding Two Fingers Down
6866,Zooming Out With Full Hand,Zooming In With Full Hand
96862,Turning Hand Clockwise,Turning Hand Counterclockwise
53112,Shaking Hand,Doing other things
18722,Rolling Hand Forward,Rolling Hand Backward
44118,Drumming Fingers,Turning Hand Clockwise
49139,Turning Hand Clockwise,Turning Hand Counterclockwise
78037,Pushing Hand Away,Stop Sign
86540,Doing other things,Sliding Two Fingers Down
52656,Pushing Two Fingers Away,Pulling Two Fingers In
91277,Turning Hand Counterclockwise,Turning Hand Clockwise
96962,Doing other things,Zooming In With Full Hand
145700,Sliding Two Fingers Down,Sliding Two Fingers Up
62973,Sliding Two Fingers Up,Pushing Two Fingers Away
86479,Sliding Two Fingers Right,Swiping Right
40216,Swiping Down,Pushing Hand Away
87348,Doing other things,Sliding Two Fingers Right
128870,Pulling Two Fingers In,Thumb Up
116003,Rolling Hand Forward,Rolling Hand Backward
125010,Pushing Two Fingers Away,Sliding Two Fingers Right
90188,Turning Hand Counterclockwise,Turning Hand Clockwise
98986,Turning Hand Counterclockwise,Turning Hand Clockwise
84664,Shaking Hand,Turning Hand Counterclockwise
834,Zooming In With Two Fingers,Zooming Out With Two Fingers
83953,Swiping Right,Sliding Two Fingers Right
7249,Swiping Right,No gesture
98061,Swiping Left,Rolling Hand Backward
126204,Sliding Two Fingers Right,Doing other things
87564,Turning Hand Counterclockwise,Turning Hand Clockwise
76442,Turning Hand Counterclockwise,Turning Hand Clockwise
14164,Sliding Two Fingers Up,Sliding Two Fingers Down
29104,Rolling Hand Forward,Rolling Hand Backward
70313,Rolling Hand Forward,Rolling Hand Backward
67379,Zooming In With Full Hand,Doing other things
49781,Turning Hand Clockwise,Turning Hand Counterclockwise
71585,Zooming Out With Full Hand,Zooming Out With Two Fingers
758,Shaking Hand,Turning Hand Clockwise
107187,Pulling Two Fingers In,Pushing Two Fingers Away
111767,Turning Hand Clockwise,Shaking Hand
114968,Zooming Out With Full Hand,Drumming Fingers
54078,Zooming In With Full Hand,Zooming Out With Full Hand
94672,Doing other things,Sliding Two Fingers Left
108210,Swiping Left,No gesture
67274,Sliding Two Fingers Right,Doing other things
522,Swiping Up,No gesture
23137,Turning Hand Counterclockwise,Turning Hand Clockwise
16591,Swiping Right,Doing other things
65143,Shaking Hand,Turning Hand Clockwise
70022,Swiping Right,No gesture
80345,Turning Hand Clockwise,Turning Hand Counterclockwise
110419,Shaking Hand,Zooming In With Full Hand
72955,Swiping Right,Sliding Two Fingers Right
100982,Swiping Down,Stop Sign
143673,Sliding Two Fingers Right,Pulling Hand In
132611,Sliding Two Fingers Up,Pushing Two Fingers Away
71145,Doing other things,Thumb Up
79464,Turning Hand Clockwise,Swiping Right
107510,Rolling Hand Forward,Rolling Hand Backward
55845,Stop Sign,Pushing Hand Away
98036,Rolling Hand Backward,Rolling Hand Forward
80788,Doing other things,Rolling Hand Backward
134174,Pushing Two Fingers Away,Sliding Two Fingers Down
38444,Swiping Up,Swiping Down
19447,Doing other things,Shaking Hand
112824,Pulling Hand In,Swiping Up
59628,Sliding Two Fingers Left,Zooming Out With Full Hand
96146,Swiping Right,Sliding Two Fingers Right
51661,Doing other things,Swiping Down
143472,Swiping Right,No gesture
146493,Turning Hand Clockwise,Turning Hand Counterclockwise
32722,Swiping Right,Doing other things
146998,Rolling Hand Forward,Swiping Down
28831,Doing other things,Drumming Fingers
95287,Pushing Two Fingers Away,Sliding Two Fingers Left
120198,Swiping Right,Swiping Left
121498,Doing other things,No gesture
20924,Sliding Two Fingers Right,Swiping Right
129305,Zooming Out With Two Fingers,Zooming In With Two Fingers
4455,Rolling Hand Forward,Doing other things
14807,Stop Sign,Zooming Out With Two Fingers
136258,Sliding Two Fingers Down,Pushing Two Fingers Away
78336,Sliding Two Fingers Right,Swiping Right
68850,Turning Hand Counterclockwise,Turning Hand Clockwise
50409,Stop Sign,Pushing Hand Away
42542,Zooming Out With Two Fingers,Zooming In With Two Fingers
144278,Stop Sign,Zooming In With Full Hand
60934,Turning Hand Counterclockwise,Turning Hand Clockwise
34810,Swiping Down,Pushing Hand Away
122071,Turning Hand Clockwise,Drumming Fingers
37075,Swiping Up,Pulling Hand In
58847,Zooming In With Full Hand,Stop Sign
113374,Rolling Hand Forward,Zooming In With Full Hand
8649,Pushing Two Fingers Away,Sliding Two Fingers Up
19811,Zooming In With Two Fingers,Stop Sign
84277,Sliding Two Fingers Down,No gesture
27487,Pushing Hand Away,Stop Sign
124672,Turning Hand Clockwise,Turning Hand Counterclockwise
