video_id,true_label,pred_label
58988,Rolling Hand Backward,Rolling Hand Forward
43890,Stop Sign,Pushing Two Fingers Away
39844,Doing other things,No gesture
70490,Zooming Out With Full Hand,Stop Sign
107817,Stop Sign,Pushing Hand Away
82474,Turning Hand Counterclockwise,Turning Hand Clockwise
99776,Pushing Two Fingers Away,Pushing Hand Away
11793,No gesture,Zooming Out With Two Fingers
85638,Sliding Two Fingers Left,No gesture
91945,No gesture,Doing other things
127155,Rolling Hand Backward,Rolling Hand Forward
81660,Sliding Two Fingers Left,Pulling Two Fingers In
48817,Turning Hand Clockwise,Turning Hand Counterclockwise
81596,Zooming In With Full Hand,Zooming In With Two Fingers
51785,Swiping Up,Sliding Two Fingers Up
13002,Rolling Hand Forward,Rolling Hand Backward
41103,Zooming In With Full Hand,Zooming Out With Full Hand
40649,Sliding Two Fingers Right,No gesture
24606,Shaking Hand,Turning Hand Counterclockwise
112942,Rolling Hand Forward,Doing other things
89030,Drumming Fingers,Doing other things
59282,Zooming In With Two Fingers,Zooming Out With Two Fingers
117666,Sliding Two Fingers Down,Swiping Down
28472,Rolling Hand Backward,Rolling Hand Forward
99773,Shaking Hand,Doing other things
28942,Swiping Down,No gesture
112749,Sliding Two Fingers Up,Sliding Two Fingers Down
96636,Doing other things,Zooming In With Full Hand
52340,Turning Hand Counterclockwise,Turning Hand Clockwise
136593,Doing other things,Sliding Two Fingers Down
6088,Sliding Two Fingers Down,Swiping Down
71267,Zooming In With Two Fingers,Zooming Out With Two Fingers
8493,Zooming Out With Two Fingers,Doing other things
20729,Pulling Hand In,Pulling Two Fingers In
90519,Thumb Up,Rolling Hand Backward
100132,Doing other things,Pulling Two Fingers In
3981,Sliding Two Fingers Down,Thumb Up
111360,Sliding Two Fingers Right,Sliding Two Fingers Left
51571,Swiping Right,Doing other things
146365,Thumb Up,Pushing Two Fingers Away
59292,No gesture,Swiping Right
107914,Zooming Out With Full Hand,Zooming In With Full Hand
11004,Stop Sign,Swiping Up
131803,Pulling Two Fingers In,Thumb Up
64165,Doing other things,Pushing Hand Away
93395,Sliding Two Fingers Right,Sliding Two Fingers Left
45726,Sliding Two Fingers Right,No gesture
73878,Doing other things,No gesture
121732,Sliding Two Fingers Left,Sliding Two Fingers Right
126407,Pulling Hand In,Thumb Up
5361,Pulling Hand In,Pulling Two Fingers In
110424,Zooming In With Full Hand,Turning Hand Clockwise
53734,Shaking Hand,Swiping Up
103209,Zooming Out With Full Hand,Zooming In With Full Hand
118457,Swiping Left,Pulling Two Fingers In
86561,Swiping Left,Swiping Right
38000,Stop Sign,Swiping Down
34484,Pushing Two Fingers Away,Pushing Hand Away
32067,Swiping Up,Sliding Two Fingers Up
103704,Sliding Two Fingers Down,No gesture
90603,Sliding Two Fingers Up,Pushing Two Fingers Away
102693,Sliding Two Fingers Right,Swiping Right
99396,Pulling Hand In,Doing other things
136646,Rolling Hand Forward,Doing other things
135381,Sliding Two Fingers Up,Pushing Two Fingers Away
94047,Zooming Out With Full Hand,Doing other things
18284,Sliding Two Fingers Up,Sliding Two Fingers Down
100970,Rolling Hand Forward,Turning Hand Counterclockwise
147149,Doing other things,Turning Hand Clockwise
103179,Swiping Right,No gesture
147146,Swiping Right,No gesture
42031,Zooming In With Full Hand,Swiping Right
128390,Sliding Two Fingers Up,Sliding Two Fingers Down
15538,Sliding Two Fingers Right,Doing other things
485,Thumb Down,Doing other things
41687,Doing other things,Pulling Two Fingers In
110745,Sliding Two Fingers Left,Sliding Two Fingers Right
146665,Zooming In With Two Fingers,Zooming Out With Two Fingers
49951,Pulling Hand In,Pulling Two Fingers In
114911,Swiping Left,Swiping Right
37365,Turning Hand Clockwise,Doing other things
137751,Zooming Out With Full Hand,Zooming In With Two Fingers
50395,Shaking Hand,Swiping Right
296,Rolling Hand Forward,Doing other things
89315,Swiping Down,Stop Sign
77842,Swiping Down,Drumming Fingers
120974,Sliding Two Fingers Right,Sliding Two Fingers Left
118021,Swiping Down,No gesture
56203,Swiping Right,Sliding Two Fingers Right
39302,Swiping Left,Doing other things
80506,Sliding Two Fingers Up,Drumming Fingers
27206,Zooming Out With Full Hand,Swiping Down
115460,Swiping Right,No gesture
116588,Rolling Hand Backward,Rolling Hand Forward
19375,Turning Hand Clockwise,Pulling Hand In
80718,Swiping Up,Sliding Two Fingers Down
85209,Sliding Two Fingers Left,Sliding Two Fingers Right
5952,Zooming In With Full Hand,Shaking Hand
103168,Zooming In With Two Fingers,Zooming Out With Two Fingers
114978,Swiping Up,Pulling Hand In
53569,Sliding Two Fingers Up,Drumming Fingers
132606,Sliding Two Fingers Right,Swiping Right
71563,Swiping Left,No gesture
14754,Shaking Hand,Stop Sign
62150,Drumming Fingers,Pulling Two Fingers In
88614,Sliding Two Fingers Left,Sliding Two Fingers Right
101773,Swiping Up,Doing other things
34581,Swiping Up,Sliding Two Fingers Right
42714,Sliding Two Fingers Right,Swiping Left
86605,Swiping Down,No gesture
33770,Rolling Hand Forward,Rolling Hand Backward
77841,Turning Hand Clockwise,Turning Hand Counterclockwise
117648,Zooming Out With Two Fingers,Zooming In With Two Fingers
21314,Swiping Down,Swiping Left
24666,Zooming Out With Full Hand,Sliding Two Fingers Right
37986,Doing other things,Rolling Hand Backward
91941,Turning Hand Counterclockwise,Doing other things
50744,Pulling Two Fingers In,Pushing Hand Away
8718,Zooming In With Two Fingers,Doing other things
133494,Pulling Hand In,Turning Hand Counterclockwise
51829,Sliding Two Fingers Down,Drumming Fingers
63504,Stop Sign,Pushing Hand Away
112947,Swiping Right,Zooming In With Full Hand
110294,Rolling Hand Forward,Rolling Hand Backward
140908,Swiping Up,Doing other things
75256,Rolling Hand Forward,Turning Hand Counterclockwise
2387,Zooming In With Full Hand,Zooming Out With Full Hand
103762,Sliding Two Fingers Down,Swiping Right
1235,Pushing Two Fingers Away,Doing other things
2269,Zooming In With Two Fingers,Zooming Out With Two Fingers
39531,Rolling Hand Backward,Rolling Hand Forward
39324,Swiping Right,No gesture
57541,Pulling Two Fingers In,Doing other things
111808,Stop Sign,Zooming In With Full Hand
124260,No gesture,Doing other things
38279,Sliding Two Fingers Right,Doing other things
76331,Thumb Up,Swiping Left
130034,Swiping Left,No gesture
12879,Thumb Up,No gesture
99428,Swiping Up,Doing other things
103769,Swiping Right,No gesture
61465,Zooming Out With Full Hand,Zooming In With Full Hand
18705,Pushing Hand Away,Stop Sign
77598,Sliding Two Fingers Left,No gesture
51802,Sliding Two Fingers Up,Swiping Down
62367,Sliding Two Fingers Right,Swiping Down
120424,Zooming Out With Full Hand,Zooming In With Full Hand
10117,Doing other things,No gesture
63690,Zooming Out With Two Fingers,Zooming Out With Full Hand
107184,Rolling Hand Forward,Rolling Hand Backward
115091,Sliding Two Fingers Left,Shaking Hand
94116,Turning Hand Clockwise,Turning Hand Counterclockwise
92018,Swiping Right,No gesture
15855,Pulling Hand In,Zooming In With Full Hand
98211,Thumb Up,Pulling Hand In
146770,Sliding Two Fingers Left,No gesture
11287,Sliding Two Fingers Down,Swiping Down
100480,Zooming Out With Full Hand,Zooming In With Full Hand
57054,Swiping Right,Swiping Left
122919,Rolling Hand Backward,Doing other things
41925,Stop Sign,Pushing Hand Away
144496,Swiping Left,Doing other things
66133,Swiping Right,Sliding Two Fingers Left
79786,Pulling Hand In,Swiping Left
9846,Sliding Two Fingers Up,Doing other things
71809,Turning Hand Clockwise,Shaking Hand
76536,Swiping Up,Pulling Hand In
129062,Sliding Two Fingers Down,Sliding Two Fingers Up
56159,Thumb Up,Sliding Two Fingers Right
6656,Sliding Two Fingers Up,Sliding Two Fingers Down
56339,Swiping Left,Swiping Right
34162,Rolling Hand Forward,No gesture
15906,Pulling Hand In,Pushing Hand Away
110100,Rolling Hand Backward,Thumb Up
8743,Zooming Out With Full Hand,Sliding Two Fingers Up
51832,No gesture,Doing other things
34501,Swiping Left,Swiping Right
102614,Shaking Hand,Zooming In With Full Hand
115724,Zooming Out With Full Hand,No gesture
130569,Turning Hand Clockwise,Turning Hand Counterclockwise
120971,Zooming Out With Two Fingers,Zooming In With Two Fingers
64506,Turning Hand Clockwise,Pulling Hand In
144298,Pulling Hand In,Swiping Up
132604,Shaking Hand,Doing other things
105881,Turning Hand Counterclockwise,Turning Hand Clockwise
117838,Swiping Left,Swiping Right
19344,Turning Hand Clockwise,Swiping Right
118259,Zooming Out With Full Hand,Doing other things
8733,Rolling Hand Backward,Rolling Hand Forward
42721,No gesture,Swiping Left
19945,Rolling Hand Backward,Rolling Hand Forward
89968,Doing other things,Pulling Two Fingers In
25499,Zooming In With Two Fingers,Zooming Out With Two Fingers
60131,Sliding Two Fingers Up,Swiping Down
82801,Turning Hand Clockwise,Turning Hand Counterclockwise
3763,Sliding Two Fingers Down,Sliding Two Fingers Up
50289,Turning Hand Clockwise,Turning Hand Counterclockwise
89334,Zooming Out With Full Hand,Zooming In With Full Hand
84638,Swiping Right,Swiping Left
97492,Zooming In With Full Hand,Sliding Two Fingers Right
26153,Swiping Down,Sliding Two Fingers Down
107318,Swiping Down,Pushing Hand Away
62812,Drumming Fingers,Doing other things
88993,Swiping Up,No gesture
25110,Doing other things,Zooming In With Full Hand
124281,Sliding Two Fingers Down,Sliding Two Fingers Up
140376,Zooming Out With Full Hand,Zooming In With Full Hand
17803,Doing other things,Thumb Up
39154,Zooming In With Two Fingers,Zooming Out With Two Fingers
33270,Pulling Two Fingers In,Pushing Two Fingers Away
15159,Swiping Down,Swiping Up
79942,Shaking Hand,Pulling Two Fingers In
138311,Pulling Hand In,Turning Hand Counterclockwise
110807,Stop Sign,Pushing Hand Away
49168,Pulling Two Fingers In,Doing other things
65066,Rolling Hand Backward,Rolling Hand Forward
109333,Shaking Hand,Turning Hand Counterclockwise
66342,Swiping Up,Rolling Hand Forward
98180,Stop Sign,Pushing Hand Away
5724,Swiping Right,Swiping Left
108188,Shaking Hand,Zooming Out With Full Hand
50523,Pulling Two Fingers In,Sliding Two Fingers Down
97337,Rolling Hand Backward,Rolling Hand Forward
56082,Swiping Up,No gesture
141286,Swiping Down,Pushing Hand Away
86737,Swiping Left,No gesture
143682,Sliding Two Fingers Down,Swiping Left
3850,Swiping Right,Sliding Two Fingers Right
84868,Sliding Two Fingers Left,Sliding Two Fingers Right
20352,Rolling Hand Backward,Rolling Hand Forward
96504,Drumming Fingers,Rolling Hand Backward
37641,Swiping Down,Pulling Two Fingers In
54152,Zooming In With Full Hand,Zooming Out With Full Hand
55639,Pushing Two Fingers Away,Swiping Down
49771,Swiping Down,Doing other things
7319,No gesture,Doing other things
115697,Zooming In With Two Fingers,Sliding Two Fingers Up
58737,Zooming Out With Full Hand,Shaking Hand
83356,Swiping Down,Shaking Hand
8308,Rolling Hand Forward,Rolling Hand Backward
94687,Swiping Left,Swiping Right
98265,Sliding Two Fingers Right,No gesture
35473,Pushing Two Fingers Away,Swiping Up
6263,Zooming Out With Two Fingers,Zooming Out With Full Hand
94653,Sliding Two Fingers Left,Doing other things
137476,Sliding Two Fingers Up,Pushing Two Fingers Away
100579,Rolling Hand Backward,Rolling Hand Forward
92323,Sliding Two Fingers Left,Sliding Two Fingers Right
66202,Swiping Right,Swiping Left
28156,Swiping Left,Pulling Two Fingers In
27199,Pushing Hand Away,Swiping Down
99060,Zooming In With Two Fingers,Zooming In With Full Hand
69439,Sliding Two Fingers Down,Sliding Two Fingers Right
29545,Sliding Two Fingers Up,Stop Sign
47825,Rolling Hand Forward,Rolling Hand Backward
147378,Swiping Left,Rolling Hand Backward
40698,Pushing Two Fingers Away,Pushing Hand Away
98773,Zooming In With Full Hand,Pushing Hand Away
13817,Zooming In With Full Hand,Zooming Out With Full Hand
26034,Zooming In With Two Fingers,Zooming Out With Two Fingers
86180,Sliding Two Fingers Up,Thumb Up
41239,Shaking Hand,Drumming Fingers
40558,Rolling Hand Forward,Rolling Hand Backward
135871,Sliding Two Fingers Down,Swiping Left
64670,Zooming In With Full Hand,Shaking Hand
114855,Doing other things,Pushing Two Fingers Away
3494,No gesture,Doing other things
139256,Sliding Two Fingers Down,Swiping Up
1205,Swiping Down,Sliding Two Fingers Right
143644,Swiping Left,No gesture
71207,Thumb Down,Turning Hand Clockwise
98633,Sliding Two Fingers Down,Swiping Left
135074,Turning Hand Clockwise,Rolling Hand Backward
103699,Swiping Left,No gesture
106095,Swiping Down,Sliding Two Fingers Left
77301,Sliding Two Fingers Left,Sliding Two Fingers Right
144730,Turning Hand Clockwise,Shaking Hand
144120,Sliding Two Fingers Left,Sliding Two Fingers Right
71179,Swiping Down,Pushing Hand Away
112518,Rolling Hand Backward,Rolling Hand Forward
121316,Rolling Hand Forward,Turning Hand Clockwise
123822,Turning Hand Clockwise,Turning Hand Counterclockwise
45322,Turning Hand Counterclockwise,Shaking Hand
116509,Pulling Hand In,No gesture
96119,Zooming Out With Two Fingers,Zooming In With Two Fingers
89964,Swiping Up,Pulling Hand In
103757,Swiping Down,Drumming Fingers
46289,No gesture,Swiping Right
42722,Pushing Two Fingers Away,Pulling Two Fingers In
6372,Doing other things,Swiping Right
51862,Sliding Two Fingers Up,Pushing Two Fingers Away
30801,Turning Hand Clockwise,Turning Hand Counterclockwise
119426,Rolling Hand Forward,Rolling Hand Backward
89709,Rolling Hand Forward,Rolling Hand Backward
33886,Doing other things,Pushing Hand Away
85095,Sliding Two Fingers Right,Swiping Right
48929,Doing other things,Sliding Two Fingers Left
108029,Swiping Down,Swiping Right
96712,Zooming In With Two Fingers,Zooming Out With Two Fingers
115230,Drumming Fingers,Rolling Hand Backward
127810,Stop Sign,Pushing Hand Away
27480,Swiping Up,Sliding Two Fingers Up
61236,Zooming Out With Full Hand,Rolling Hand Backward
29455,Pushing Hand Away,Stop Sign
83655,Doing other things,Pulling Two Fingers In
37477,Sliding Two Fingers Up,Doing other things
32382,No gesture,Swiping Left
110889,Zooming In With Two Fingers,Zooming Out With Two Fingers
104002,Doing other things,Thumb Up
86618,Rolling Hand Forward,Rolling Hand Backward
123147,Sliding Two Fingers Up,Sliding Two Fingers Down
23836,Rolling Hand Forward,Swiping Left
116254,Stop Sign,Pushing Hand Away
36615,Swiping Right,Swiping Left
58010,Stop Sign,Swiping Down
74869,Zooming Out With Full Hand,Zooming In With Full Hand
142742,Sliding Two Fingers Down,Sliding Two Fingers Up
27892,No gesture,Swiping Up
87273,Doing other things,Turning Hand Clockwise
99410,Turning Hand Counterclockwise,Turning Hand Clockwise
92446,Sliding Two Fingers Left,Sliding Two Fingers Right
81393,Zooming Out With Full Hand,Zooming In With Full Hand
111504,Stop Sign,Doing other things
129169,Sliding Two Fingers Left,Sliding Two Fingers Right
92826,Sliding Two Fingers Left,Sliding Two Fingers Right
120060,Zooming Out With Full Hand,Zooming In With Full Hand
113305,Sliding Two Fingers Left,Sliding Two Fingers Right
60781,Sliding Two Fingers Left,Thumb Up
1983,Rolling Hand Backward,Rolling Hand Forward
13731,Turning Hand Clockwise,Turning Hand Counterclockwise
14633,Doing other things,Turning Hand Counterclockwise
30518,Swiping Down,No gesture
110318,Thumb Up,No gesture
40937,Sliding Two Fingers Right,Sliding Two Fingers Left
91596,Turning Hand Clockwise,Turning Hand Counterclockwise
39657,Zooming In With Two Fingers,Zooming Out With Two Fingers
47143,Sliding Two Fingers Down,Pushing Hand Away
30771,Drumming Fingers,Swiping Down
11973,Thumb Up,Turning Hand Counterclockwise
5623,Zooming Out With Full Hand,Doing other things
146055,Rolling Hand Forward,Rolling Hand Backward
119467,Swiping Down,Swiping Up
65425,Sliding Two Fingers Left,Pushing Hand Away
7374,Thumb Down,Doing other things
44360,Sliding Two Fingers Left,Swiping Right
93279,Doing other things,Zooming In With Full Hand
84419,Swiping Up,Swiping Down
122066,Sliding Two Fingers Up,Thumb Up
10061,Doing other things,Turning Hand Counterclockwise
38576,Stop Sign,Pushing Hand Away
90722,Swiping Down,No gesture
19439,Zooming In With Two Fingers,Doing other things
13103,Rolling Hand Backward,Swiping Down
24124,Turning Hand Clockwise,Shaking Hand
143467,Zooming In With Full Hand,Zooming Out With Full Hand
100444,Sliding Two Fingers Up,Pushing Two Fingers Away
94035,Stop Sign,Pushing Hand Away
37520,Turning Hand Clockwise,Pushing Two Fingers Away
124515,Turning Hand Counterclockwise,Swiping Up
108957,Rolling Hand Backward,Rolling Hand Forward
65192,Swiping Down,No gesture
22138,Turning Hand Clockwise,No gesture
70448,Swiping Right,Zooming Out With Two Fingers
119053,Sliding Two Fingers Left,Swiping Right
26917,Swiping Down,Sliding Two Fingers Up
89585,Stop Sign,Pushing Hand Away
98766,Swiping Up,Turning Hand Clockwise
109302,Swiping Down,Drumming Fingers
34799,Drumming Fingers,Zooming In With Full Hand
133459,Drumming Fingers,Sliding Two Fingers Right
28349,Swiping Right,Swiping Left
57809,Pushing Hand Away,Stop Sign
37900,Swiping Up,Swiping Right
117863,Sliding Two Fingers Left,Drumming Fingers
111170,No gesture,Doing other things
124371,Swiping Left,Thumb Up
132485,Stop Sign,Pushing Hand Away
37080,Sliding Two Fingers Left,No gesture
15613,Zooming Out With Full Hand,Zooming In With Full Hand
13959,Doing other things,Drumming Fingers
84697,Turning Hand Counterclockwise,Turning Hand Clockwise
131205,Zooming Out With Full Hand,Turning Hand Clockwise
49647,Sliding Two Fingers Up,No gesture
42120,Turning Hand Counterclockwise,Turning Hand Clockwise
39643,Zooming Out With Full Hand,Zooming In With Full Hand
97560,Swiping Left,Sliding Two Fingers Down
118654,Sliding Two Fingers Left,Swiping Left
18625,Sliding Two Fingers Right,Doing other things
12720,Zooming In With Full Hand,Shaking Hand
80089,Sliding Two Fingers Down,Swiping Down
57744,Pulling Hand In,Swiping Up
23968,Turning Hand Counterclockwise,Zooming In With Full Hand
65817,Turning Hand Clockwise,Turning Hand Counterclockwise
103039,Swiping Right,Zooming Out With Two Fingers
31377,Turning Hand Clockwise,Swiping Right
15634,Shaking Hand,Sliding Two Fingers Down
86396,Turning Hand Counterclockwise,Zooming Out With Full Hand
103004,Swiping Right,Pulling Hand In
106210,Turning Hand Counterclockwise,Turning Hand Clockwise
123906,Sliding Two Fingers Left,Swiping Right
45603,Sliding Two Fingers Right,Swiping Right
123740,Doing other things,Thumb Up
8364,Zooming In With Two Fingers,Swiping Down
136596,Sliding Two Fingers Left,Sliding Two Fingers Right
84741,Zooming In With Two Fingers,Zooming Out With Full Hand
23430,Swiping Right,Doing other things
72663,Rolling Hand Forward,Rolling Hand Backward
46082,Swiping Right,No gesture
66879,Zooming In With Two Fingers,Zooming Out With Two Fingers
73014,Swiping Down,No gesture
8666,Turning Hand Clockwise,Turning Hand Counterclockwise
34160,Rolling Hand Backward,Rolling Hand Forward
129799,Sliding Two Fingers Right,Thumb Up
136528,Sliding Two Fingers Up,Doing other things
44430,Drumming Fingers,Pushing Hand Away
144063,Doing other things,Pushing Hand Away
145231,Pushing Two Fingers Away,Pulling Two Fingers In
85556,Doing other things,Pulling Hand In
11827,Stop Sign,Pushing Hand Away
97060,Swiping Down,No gesture
30910,Turning Hand Counterclockwise,Shaking Hand
11348,Sliding Two Fingers Down,Pushing Two Fingers Away
144114,Doing other things,Swiping Up
39534,Doing other things,No gesture
53872,Thumb Up,No gesture
82874,Swiping Right,No gesture
6788,Swiping Right,Swiping Left
50538,Pulling Two Fingers In,Pulling Hand In
13253,Swiping Right,Sliding Two Fingers Left
79188,Turning Hand Counterclockwise,Shaking Hand
138562,Sliding Two Fingers Left,No gesture
24033,Stop Sign,Pushing Hand Away
140178,Thumb Up,Doing other things
40735,Swiping Right,Swiping Left
76383,Pulling Hand In,Swiping Up
107245,Swiping Right,Swiping Left
136589,Zooming In With Full Hand,Shaking Hand
52252,Rolling Hand Forward,Rolling Hand Backward
87456,Pushing Two Fingers Away,Doing other things
27745,Zooming Out With Full Hand,Zooming In With Full Hand
61514,Sliding Two Fingers Right,Sliding Two Fingers Left
9741,No gesture,Pushing Two Fingers Away
119159,Drumming Fingers,Rolling Hand Backward
39076,Shaking Hand,Pushing Two Fingers Away
55977,Sliding Two Fingers Left,Sliding Two Fingers Right
143998,Zooming Out With Full Hand,Zooming In With Full Hand
28600,Swiping Right,Doing other things
43967,Zooming Out With Full Hand,Zooming In With Full Hand
146134,No gesture,Pulling Two Fingers In
79181,Zooming Out With Full Hand,Zooming In With Full Hand
41317,Rolling Hand Backward,Rolling Hand Forward
140843,Sliding Two Fingers Down,Sliding Two Fingers Up
49969,Swiping Down,No gesture
115242,Doing other things,Pushing Two Fingers Away
108140,Swiping Up,No gesture
20861,Turning Hand Clockwise,Turning Hand Counterclockwise
38200,No gesture,Doing other things
19092,Zooming In With Two Fingers,Sliding Two Fingers Up
50700,Pushing Two Fingers Away,Pulling Hand In
47702,Doing other things,Pulling Two Fingers In
133304,Thumb Down,Sliding Two Fingers Down
82686,Rolling Hand Backward,Rolling Hand Forward
124465,Swiping Right,Zooming Out With Full Hand
56695,Swiping Right,No gesture
91737,Sliding Two Fingers Left,Sliding Two Fingers Right
119037,Pulling Hand In,Doing other things
101656,Turning Hand Clockwise,Turning Hand Counterclockwise
10669,Pulling Two Fingers In,Pushing Hand Away
18929,Swiping Right,No gesture
93259,Rolling Hand Forward,Thumb Up
7533,Doing other things,Pushing Two Fingers Away
68745,No gesture,Swiping Right
85757,Rolling Hand Backward,Rolling Hand Forward
36098,No gesture,Sliding Two Fingers Down
101289,Rolling Hand Forward,Rolling Hand Backward
56833,No gesture,Swiping Left
138243,Sliding Two Fingers Right,Swiping Left
78449,Swiping Down,Swiping Up
122914,Rolling Hand Backward,Rolling Hand Forward
122120,Pulling Two Fingers In,No gesture
80690,Zooming In With Full Hand,Rolling Hand Backward
80910,Zooming In With Two Fingers,Shaking Hand
13790,Swiping Down,Swiping Right
65950,Sliding Two Fingers Down,Thumb Down
73127,Turning Hand Counterclockwise,Shaking Hand
109187,Sliding Two Fingers Left,Sliding Two Fingers Right
124988,Swiping Down,Pulling Hand In
97619,Sliding Two Fingers Up,Doing other things
94406,Zooming In With Full Hand,Doing other things
28531,Turning Hand Clockwise,Turning Hand Counterclockwise
106814,Swiping Left,No gesture
13432,Swiping Left,Sliding Two Fingers Right
35213,No gesture,Swiping Right
137748,Swiping Left,Doing other things
10389,Swiping Right,Swiping Left
77899,Pulling Two Fingers In,Rolling Hand Backward
120707,Zooming Out With Two Fingers,Zooming In With Two Fingers
87537,Zooming In With Two Fingers,Zooming Out With Two Fingers
17167,Sliding Two Fingers Left,Swiping Left
131945,Zooming In With Full Hand,Shaking Hand
133830,Zooming Out With Two Fingers,Pushing Two Fingers Away
45768,Turning Hand Counterclockwise,Turning Hand Clockwise
134926,Swiping Right,Zooming Out With Two Fingers
107876,Sliding Two Fingers Down,Swiping Down
44558,Shaking Hand,Turning Hand Counterclockwise
137504,Swiping Right,Swiping Left
136959,Sliding Two Fingers Down,Doing other things
113439,Turning Hand Clockwise,Turning Hand Counterclockwise
34723,Sliding Two Fingers Down,Sliding Two Fingers Up
65901,Sliding Two Fingers Up,Sliding Two Fingers Down
22173,Pulling Two Fingers In,Pulling Hand In
139284,Pulling Hand In,Swiping Up
3329,Sliding Two Fingers Left,Sliding Two Fingers Right
114289,Swiping Left,Sliding Two Fingers Left
43542,Swiping Down,No gesture
39084,Zooming Out With Two Fingers,Zooming In With Two Fingers
12355,Swiping Down,No gesture
76710,Zooming In With Two Fingers,Zooming Out With Two Fingers
126582,Thumb Down,Pushing Hand Away
62060,Swiping Left,Swiping Right
56421,Sliding Two Fingers Left,Sliding Two Fingers Right
16753,Swiping Right,Doing other things
29324,Rolling Hand Forward,Rolling Hand Backward
72974,Sliding Two Fingers Left,Doing other things
30098,No gesture,Swiping Down
118971,No gesture,Swiping Down
40336,Sliding Two Fingers Up,Pushing Two Fingers Away
78221,No gesture,Rolling Hand Backward
107294,No gesture,Turning Hand Counterclockwise
41650,Swiping Down,Sliding Two Fingers Up
130907,Sliding Two Fingers Down,Pushing Two Fingers Away
51919,No gesture,Sliding Two Fingers Left
100800,No gesture,Pulling Two Fingers In
48170,Stop Sign,Pushing Hand Away
60997,Sliding Two Fingers Up,Swiping Down
123478,Swiping Right,Doing other things
3706,Zooming In With Two Fingers,Zooming Out With Two Fingers
31906,Doing other things,No gesture
32505,Zooming In With Two Fingers,Zooming Out With Two Fingers
62057,Sliding Two Fingers Down,No gesture
14825,Swiping Down,Sliding Two Fingers Up
68199,Sliding Two Fingers Left,Doing other things
62336,Pulling Two Fingers In,Doing other things
7933,Rolling Hand Backward,Rolling Hand Forward
43537,Zooming Out With Two Fingers,Zooming In With Two Fingers
98270,Turning Hand Clockwise,Turning Hand Counterclockwise
48928,Thumb Down,Swiping Down
61720,Stop Sign,Swiping Down
29389,Sliding Two Fingers Up,Swiping Up
47403,Zooming In With Two Fingers,Doing other things
58215,Pulling Two Fingers In,Doing other things
9576,Sliding Two Fingers Left,Swiping Left
4457,Stop Sign,Pushing Hand Away
112172,No gesture,Doing other things
54631,Zooming In With Two Fingers,Zooming In With Full Hand
69598,Zooming Out With Two Fingers,Doing other things
114185,Swiping Left,Sliding Two Fingers Up
121638,Zooming Out With Full Hand,Doing other things
9448,Rolling Hand Backward,Pulling Hand In
127462,Swiping Right,Sliding Two Fingers Right
46426,Pulling Hand In,Swiping Up
99108,Sliding Two Fingers Down,Thumb Up
52652,Turning Hand Clockwise,Turning Hand Counterclockwise
63371,Zooming In With Full Hand,Swiping Down
63073,Sliding Two Fingers Left,Swiping Left
34689,Stop Sign,No gesture
105179,Zooming In With Two Fingers,Zooming Out With Two Fingers
18191,Sliding Two Fingers Down,Swiping Down
121410,Swiping Left,Swiping Right
67180,Zooming Out With Full Hand,Zooming In With Two Fingers
85875,Swiping Up,Shaking Hand
102176,Pushing Hand Away,Stop Sign
27491,Zooming Out With Full Hand,Swiping Left
52949,Sliding Two Fingers Up,Pulling Two Fingers In
115447,Pulling Hand In,Swiping Left
79767,Rolling Hand Forward,Doing other things
53312,Drumming Fingers,Zooming In With Full Hand
56757,Pulling Hand In,Pulling Two Fingers In
10661,Pulling Hand In,Doing other things
129900,Turning Hand Clockwise,Shaking Hand
88460,Pulling Hand In,Shaking Hand
138434,Turning Hand Counterclockwise,Shaking Hand
121002,Stop Sign,Swiping Up
108026,Rolling Hand Forward,Thumb Up
135522,Zooming In With Two Fingers,Zooming Out With Two Fingers
132334,Pulling Hand In,Swiping Up
90941,Drumming Fingers,Doing other things
140425,Pulling Two Fingers In,Zooming Out With Full Hand
137183,Zooming In With Full Hand,Zooming Out With Full Hand
131792,Zooming Out With Two Fingers,Zooming In With Two Fingers
59534,Swiping Left,Swiping Right
34684,Zooming Out With Full Hand,Zooming In With Full Hand
68475,Swiping Up,Pulling Hand In
134395,Stop Sign,Pushing Hand Away
100589,Rolling Hand Forward,Rolling Hand Backward
98447,Zooming Out With Full Hand,Zooming In With Full Hand
22588,Sliding Two Fingers Right,No gesture
74124,Pulling Hand In,Pulling Two Fingers In
86949,Rolling Hand Forward,Rolling Hand Backward
77325,Zooming Out With Full Hand,Zooming Out With Two Fingers
98085,Pushing Two Fingers Away,Pulling Two Fingers In
21605,Sliding Two Fingers Right,Swiping Left
59581,Sliding Two Fingers Down,Pushing Two Fingers Away
1706,Pushing Two Fingers Away,Thumb Down
132571,Swiping Left,Swiping Right
99312,Pushing Two Fingers Away,Doing other things
121201,Zooming In With Full Hand,Turning Hand Counterclockwise
133299,Zooming In With Two Fingers,Zooming Out With Two Fingers
81773,Doing other things,Swiping Down
147748,Pulling Two Fingers In,Pulling Hand In
84008,Zooming Out With Two Fingers,Zooming In With Two Fingers
82648,Pulling Hand In,Doing other things
22041,Doing other things,Zooming In With Full Hand
32964,Sliding Two Fingers Down,Swiping Down
123606,Swiping Right,Pulling Two Fingers In
94874,Swiping Up,Swiping Left
